port_name,latitude,longitude,ship_count
Nantes,47.2175117591258,-1.54816765075694,281
Pascagoula,30.3659447374599,-88.5565278197888,277
Nyhamn,56.2500370697488,12.5332656269837,277
Karlskrona,56.1608063124393,15.5844683386232,276
York,53.9599651,-1.08729790000007,275
Kemi,65.7366935700403,24.5665102968958,274
Moss,59.459167,10.700833,271
Sandarne,61.2603765627516,17.1444458306885,268
Onega,63.9004661241536,38.102155343628,266
Mandal,58.0301171016744,7.45549708465569,266
Warberg,57.1079632042745,12.2489241693117,262
Sandefjord,59.1333045923779,10.2226200859019,259
Bremen,53.0751069869248,8.80453344224812,255
Fiume,45.3267632510829,14.4468066772461,251
Norrkoping,58.5882426577437,16.1906512890627,250
Skonvik,62.4688681722605,17.3256154232789,249
Richibucto,46.681336746494,-64.8648499999998,248
Grimstad,58.3467577665114,8.58108827514652,238
Bergkvara,56.3939904601259,16.0666587460329,233
Portland,43.659190604866,-70.2568747685552,228
Shediac,46.2201868321302,-64.5352616613769,217
Tonsberg,59.2659373175255,10.4066114894106,215
Ornskjoldsvik,63.2893408522372,18.720338338623,206
Dalhousie,48.0643926592676,-66.3697916613769,202
Apalachicola,29.7254924870406,-84.9870314576721,201
Saint-Brieuc,48.5136,-2.7684,200
Tornea,65.8463157942022,24.150113125796,200
Hommelvik,63.41083,10.79424,199
Antwerp,51.2233758643843,4.39700335449226,198
Dieppe,49.93481,1.0919,189
Villagarcia,42.5919624599263,-8.76473999999991,188
Pauillac,45.1991804389957,-0.749173322753847,182
Nederkalix,65.8542330207744,23.13253,181
Bay Verte,46.0149,-64.103,178
Odessa,46.4758177004446,30.7419165185547,176
Arcachon,44.6612922535177,-1.16703658203118,174
San Francisco,37.777927878549,-122.41964,172
Roche Bernard,47.5195644739302,-2.30035932808378,170
Monsteras,57.0405429197551,16.4462529153445,170
Kramfors,62.9313797652365,17.7810411409736,170
Blaye,45.1276960345872,-0.66292999999989,169
Jamaica,17.997,-76.794,164
Namsos,64.4680180714091,11.4939400000007,161
Soroka,64.523,34.767,159
Iggesund,61.642548169496,17.0748925079347,157
Belize,17.505,-88.196,154
Langesund,59.0,9.745,151
Borga,60.3967119237763,25.6714263787898,144
Quimper,47.9946698134641,-4.10808166137666,140
Amsterdam,52.369690469728,4.91062658203126,139
Doboy,31.3984854217237,-81.3275876955812,135
"Chatham, N. B.",47.0431231492642,-65.4586977113672,133
Holmsund,63.7127808223821,20.3787374920655,133
Savannah,32.084,-81.1,132
Pugwash,45.8507,-63.66,131
Bathurst,47.6166891460061,-65.6489329153442,130
Umea,63.8253913595555,20.2604183386227,129
Husum,63.3386922716258,19.1618725396729,125
St. Malo,48.6506311986142,-2.02315000000003,125
Demerara,6.804,-58.155,120
Copenhagen,55.6759914022238,12.5675600000001,120
Parrsborough,45.4062819905122,-64.3258341693115,116
Minatitlan,17.979,-94.549,112
Morlaix,48.5780381812011,-3.82806827514645,110
Saguenay,48.4293694932189,-71.0538333227537,109
Three Rivers,46.3410759877357,-72.5450299999999,109
Lovisa,60.458,26.228,108
Hallsta,59.296656704877,16.4476400000005,108
Fredrikshamn,60.5711374961045,27.1893037810559,106
Drobak,59.663,10.63,106
St. Nazaire,47.273,-2.214,104
Domsjo,63.2676717326643,18.6882870846561,104
Lillesand,58.2502677182406,8.37972416931154,103
Karlshamn,56.1697410592763,14.8606343730164,101
Moulmein,16.4918180331966,97.6253883386231,101
Port Launay,48.2167586077636,-4.06705623809807,98
Nordmaling,63.5705218590195,19.4984000634764,97
Harnas,60.647416733669,17.3747470846558,96
Marseilles,43.2969388411835,5.38110013867459,96
Figeholm,57.3712617225934,16.5499129153443,91
Haparanda,65.8357337904469,24.1367433544922,91
Calcutta,22.573,88.364,91
Ferrol,43.4870028207469,-8.22753166137693,89
La Rochelle,46.156,-1.151,86
Bollsta,60.1097042911734,23.5334899999998,84
Pictou,45.6782442937045,-62.707446238098,81
Ostend,51.226,2.906,80
Carril,42.6105354554446,-8.76972281019871,80
Pont l'Abbe,47.8669475215717,-4.22393999999999,79
Bangkok,13.753370634814,100.504808542328,79
Paimpol,48.7798,-3.049,77
Sydney,46.135,-60.183,75
Pernau,58.386,24.497,75
Muros,42.7744,-9.0575,74
Charleston,32.781,-79.924,73
Xiania,35.516,24.018,73
Singapore,1.264,103.823,73
Rochefort,45.9349095117461,-0.958475423278691,71
Sarpsborg,59.2831132420476,11.1123932276517,69
Pillau,54.6553874966892,19.9103474006719,68
Trangsund,60.6333,28.5667,68
Charlottetown,46.2366900192779,-63.1283216613769,66
Hango,59.8233185110408,22.9680912539675,66
West Bay,43.5189541472487,-65.6168080241503,65
Metis,48.67,-68.0,64
Svartvik,62.3185609976876,17.3714628824576,63
Constantinople,41.014,28.98,61
Brunswick,31.133,-81.583,61
Rugenwalde,54.421,16.411,61
Munksund,65.2833139515989,21.4832870846559,59
Flushing,51.45,3.6,59
Stugsund,61.3000634207607,17.1166270846558,57
Colon,9.375,-79.887,56
Dordrecht,51.8118336977946,4.65612667724616,55
Lappvik,59.903,23.242,54
Pernoviken,60.4171759509122,26.0333627944963,54
Attu,60.178,22.336,54
Genoa,44.403,8.917,53
Bahia,-12.955,-38.505,53
Sheet Harbour,44.901,-62.507,53
Buctouche,46.4711903669731,-64.7224916613769,52
Simo,65.6630854379212,25.0645166772464,52
Matane,48.85,-67.5333,51
Kem,64.955,34.579,51
Pataholm,56.55,16.25,50
Rivadeo,43.534,-7.04,48
Boulogne,48.8344631845845,2.24090194702142,48
Colombo,6.93230763563123,79.8474366772461,48
Colberg,55.9649763525846,12.5348937619019,47
Gamleby,57.8949595761514,16.4150866403199,46
Malmo,55.5966500740096,13.0010425588348,46
Buenos Ayres,-34.6054348563525,-58.3727533544921,45
Djupvik,63.4335524685563,7.86674510185239,44
St. Thomas,46.0195352100305,-73.3491019159727,43
Finnklippan,65.4834141387887,22.7499153215718,40
Oxelosund,58.6698050833407,17.102566556179,40
Slite,57.7055439750642,18.8053370846558,39
Dunkirk,51.0342674982616,2.37679416931155,39
Brest,48.3865070228211,-4.48702768427299,39
Byske,64.9536668074139,21.2046500000006,39
Timmernabben,56.9740006591104,16.4373800000001,36
Bergen,60.388,5.307,35
Bersimis,48.9399537286395,-68.6504143993221,33
Reval,59.4371699582233,24.7532725079346,33
Campbellton,47.9979393467256,-66.6613733227539,32
Musquash,45.193570388325,-66.3216622274776,30
Liverpool,53.4083714,-2.99157259999998,29
Asbacka,61.2829913625468,17.1488198280335,29
Fagervik,57.9150221565875,16.7668596058654,27
Sikea,64.168533896539,20.9274320687867,27
Skeppsvik,63.8007028176278,20.5803688412476,26
London,51.5073509000001,-0.127758299999982,25
Salsaker,62.9972544582473,18.2684295291138,25
Hull,53.7456708999999,-0.336741299999971,23
Aalborg,57.0506737612993,9.91560335449218,23
Blankaholm,57.5897128870256,16.5276109625465,21
Alloa,56.1163031824617,-3.79518671321335,21
Port Royal,32.3741817929819,-80.6924161419089,21
Farsund,58.0951928347454,6.79296623457411,20
Gnarp,62.0472532647366,17.2534306453653,20
Norrsundet,60.9310677954956,17.146086111145,20
Aasgaardstrand,59.3515928948458,10.4434929153443,20
Bombay,18.9407166375076,72.8346883386231,20
Batiscan,46.506556366264,-72.2465316613769,19
Bridgwater,51.1326558933295,-3.00590651324461,18
Batvik,60.0919757111263,24.3585612539673,18
Cork,51.9014959520001,-8.44685895399994,18
Odense,55.404056460821,10.3839135449219,16
Ahus,55.9265196846947,14.3018800000001,15
Douarnenez,48.0925150567181,-4.33045544950488,15
Tacoma,47.2575401152113,-122.43992338623,15
Tremblade,45.7745436583379,-1.14351332275385,15
Newport,51.584151,-2.99766399999993,14
Stavanger,58.9710670721998,5.73057562698369,14
Audierne,48.023729915953,-4.53988708465567,13
Lugnvik,62.9293761640544,17.9113369498344,12
Concarneau,47.8725873791922,-3.91771754101136,10
Newcastle,47.0806570422285,-65.456746677246,10
Alexandria,31.1940297446893,29.909096772461,9
Weymouth,50.6144279,-2.45762099999996,9
Galway,53.269014434,-9.04777257699993,8
Dublin,53.346388727,-6.21662037199997,8
Egersund,58.4497,6.0087,8
Charlestown,50.3351678796083,-4.76100880085048,8
Sunderland,54.9068690000001,-1.38380099999989,8
Wartsala,60.3395134478965,23.00428,8
Jersey,49.2123139663416,-2.11656614288325,7
Astoria,46.1897918414537,-123.833778338623,7
Binic,48.6009798053065,-2.82718145767205,7
Southampton,50.9097004,-1.40435090000005,7
Saltkallan,58.4251401843966,11.6939797962952,7
Cardiff,51.4815810000001,-3.17908999999992,7
Glasgow,55.8582389117887,-4.24254728271348,7
Poole,50.7150500000001,-1.98724800000002,6
Christianstad,56.0314089050107,14.152411871829,6
Tampico,22.24,-97.86,6
Barnstaple,51.0784564808267,-4.06095583599865,6
Storfors,65.3026916962322,21.4152537936402,6
Bristol,51.4545130000001,-2.58790999999997,6
Johannedal,62.4345541529471,17.3802470846558,6
Savenas,64.6834236020729,21.2166270846558,5
Thisted,56.96,8.7,5
Pierreville,46.0686057990769,-72.8126196016178,5
Axmar,60.9992509573603,17.1272000900269,5
Grimsby,53.5674710000001,-0.0807839999998805,5
Jemtosund,65.8501950816078,22.4668845767213,4
Jakobstad,63.6809774481578,22.6967137670899,4
Grindstone Island,45.723175862219,-64.6166218600823,4
Mezen,65.8508953490664,44.1741094130968,4
Greenock,55.9505077629267,-4.75971798437838,4
Alfredsham,63.2674246169009,18.7003862380982,4
Yarmouth,50.7066653578368,-1.50013614288336,4
Chepstow,51.6418560000001,-2.67380400000002,4
Landskrona,55.8666,12.8333,3
Jordan River,43.7662992765656,-65.2403497460938,3
Ipswich,52.056736,1.14822000000004,3
Vardo,70.383,31.007,3
Leith,55.9765554947196,-3.16607291534422,3
Montrose,56.7213304436428,-2.46576667724605,3
Wexford,52.3386830540001,-6.45647567999993,3
Solvesborg,56.051,14.591,3
Newry,54.1483756060001,-6.32235385399997,3
Truro,50.2631950000001,-5.05104099999994,2
Londonderry,55.0114105220001,-7.30041944099997,2
Aberdeen,57.1453346208669,-2.10306332275388,2
Trondheim,63.4418008643108,10.4085794921875,2
Rauma,61.1318766381407,21.5074734179687,2
Shields,55.0107620000001,-1.44913799999995,2
Bath,51.3810641,-2.35901669999993,2
Belfast,54.613523371,-5.90696169099994,2
Grangemouth,56.0086943296901,-3.71710520629876,2
Penzance,50.118798,-5.53759199999996,2
Lincoln,53.2306880000001,-0.54057899999998,2
Jacksonville,30.375,-81.559,2
Lynn,52.7516798,0.402296300000103,2
Urvoiken,68.3433296076834,15.4633153880851,1
Inverness,57.4827277738256,-4.22737025390621,1
Wick,58.4430600485415,-3.09285166137693,1
Gold River,44.5502945008982,-64.3152486827234,1
Idefjord,59.0501024998477,11.3984464717203,1
Hammerfest,70.667,23.711,1
Kaunessari,60.3461062246157,26.7768807288364,1
Worcester,52.193636,-2.22157500000003,1
Kristiansund,63.111,7.728,1
Hartlepool,54.6917449999999,-1.21292600000004,1
Kjlorn,63.5333279298994,19.749211075926,1
Hayle,50.1854670000001,-5.42090999999999,1
Haugesund,59.414,5.268,1
Flekkefjord,58.286,6.664,1
Molde,62.733,7.167,1
"Grand Bay, Saguenay",48.3380452444227,-70.8834814576721,1
Marstrand,57.891,11.576,1
Melsomvig,59.2277217950842,10.3304041693116,1
Gloucester,51.8642449,-2.23815599999989,1
Canterbury,51.280233,1.07890889999999,1
Portland (O.),43.659190604866,-70.2568747685552,1
Gander Bay,49.2775131877252,-54.4967345906127,1
Newburgh,56.3512788174347,-3.24215332275384,1
Portland (Me.),43.659190604866,-70.2568747685552,1
Preston,53.763201,-2.70308999999992,1
Derby,52.9225301000001,-1.47461859999993,1
Dundee,56.4612028818325,-2.96765932817017,1
Oxford,51.7520208999999,-1.2577263,1
Perth,56.3958320136505,-3.43183501586907,1
St. Thomas (St. Lawrence),46.0195352100305,-73.3491019159727,1
St. Thomas (Can.),46.0195352100305,-73.3491019159727,1
St. John (N.B.),45.2727437249886,-66.0681749841308,1
Sligo,54.277488562,-8.48034919799994,1
Bodo,67.28,14.405,1
Blyth,55.1354889326177,-1.52226629597336,1
Bolton,53.5768647,-2.42821920000006,1
Bideford,51.0166840000001,-4.20666599999998,1
Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,1
Scarborough,54.283113,-0.399751999999978,1
Svendborg,55.0598037733233,10.6059760908338,1
Swansea,51.62144,-3.94364599999994,1
Taganrog River,47.222083851066,38.9199233862306,1
Ayr,55.4703747229195,-4.63760140747054,1
Torefos,65.8822973612437,22.6741461163331,1
Troon,55.5444127055824,-4.67361271972649,1
