commodity,year,num_ships,num_cargo_items,top_origin,top_destination
lumber,1890,7,7,New York,London (Tilbury Docks)
lumber,1891,51,51,New York,London (Tilbury Docks)
lumber,1892,9,9,New York,London (Tilbury Docks)
lumber,1893,56,56,New York,London (Tilbury Docks)
lumber,1895,24,24,New York,Liverpool
lumber,1897,8,8,New York,London
lumber,1898,7,7,New York,Bristol
lumber,1899,24,25,New York,Liverpool
lumber and planks,1877,1,1,Savannah,Dundee
lumber maple rollers,1897,1,1,New York,Liverpool
lunan,1877,1,1,Christiania,Borrowstounness
maho,1881,1,1,Frontera de Tabasco,Liverpool
mahog and cedar,1881,1,1,Gibara,London
mahogany,1874,7,7,New York,Liverpool
mahogany,1875,10,10,Belize,London
mahogany,1877,13,13,Belize,Dundee
mahogany,1878,1,1,Boston,
mahogany,1879,28,28,Belize,London
mahogany,1881,30,30,Belize,London
mahogany,1883,36,37,Belize,London
mahogany,1884,4,4,Belize,London
mahogany,1887,1,1,Belize,London (Tilbury Docks)
mahogany,1889,3,3,Laguna,Liverpool
mahogany,1891,12,12,Belize,Liverpool
mahogany,1892,1,1,Colon,Liverpool
mahogany,1893,17,18,Laguna,London
mahogany,1895,5,5,Belize,London
mahogany,1896,1,1,Laguna de Terminos,London (Tilbury Docks)
mahogany,1897,3,3,Belize,London
mahogany,1898,2,2,Boston,Liverpool (Coburg Dock)
mahogany,1899,5,5,Boston,Dundee
mahogany and cedar,1874,3,3,Minatitlan,London
mahogany and cedar,1883,2,2,Nuevitas,London
mahogany and cedar,1891,2,2,Alvarado,London (Tilbury Docks)
mahogany and cedar,1893,2,2,Laguna de Terminos,Liverpool
mahogany and lignum,1893,1,1,New York,Poole
mahogany from tupilco,1877,1,1,Tabasco,Dundee
mahogany logs,1899,1,1,Boston,Liverpool
mahogany veneers,1883,1,1,Hamburg,Wick
mahogay,1875,1,1,St,
manufactured timber,1878,1,1,Inverness,Bristol
maple,1874,2,2,Sydney,Greenock
maple,1875,6,6,Quebec,Greenock
maple,1877,6,6,Quebec,Dundee
maple,1881,13,14,Quebec,Liverpool
maple,1883,22,24,New York,Liverpool
maple,1884,1,1,Boston,Liverpool
maple,1885,15,15,New York,Liverpool
maple,1886,1,1,Baltimore,Liverpool
maple,1887,13,13,New York,Liverpool
maple,1889,21,21,Quebec,Liverpool
maple,1891,20,22,Montreal,Liverpool
maple,1892,3,3,Philadelphia,Liverpool
maple,1893,24,26,Philadelphia,Liverpool
maple,1895,3,3,Montreal,Liverpool
maple,1897,10,10,Portland,Liverpool
maple,1899,10,11,New York,Liverpool
maple and,1887,1,1,New York,Liverpool
maple block,1897,1,1,Baltimore,Tyne
maple blocks,1885,1,1,"Portland, Maine",London
maple blocks,1892,1,1,New York,Liverpool
maple blocks,1897,1,1,Baltimore,GEORGE MERRYLEES & CO
maple lumber,1881,1,1,New York,Liverpool
maple lumber,1891,1,1,Baltimore,Liverpool
maple lumber,1897,1,1,Baltimore,Tyne
maple lumber,1899,1,1,Montreal,Liverpool
maple poles,1895,1,1,New York,London
maple rollers,1881,1,1,New York,Liverpool
maple squares,1899,1,1,Montreal,Liverpool
maple timber,1885,1,1,New York,London
maple timber,1887,1,1,New York,Liverpool
maple wood,1889,1,1,New York,Liverpool
maples,1883,1,1,New York,Liverpool
maplewood,1889,1,1,New York,Liverpool
maplewood,1891,1,1,New York,Liverpool
maria,1874,1,1,Gothenburg,London
mary ann,1877,1,1,Halmstad,TIMBER
mast,1885,1,1,Harnosand,Montrose
mast and,1893,1,1,Christiania,Liverpool
masts,1874,2,2,Quebec,Liverpool
masts,1875,2,2,New Orleans,Bristol
masts,1881,1,1,Riga,Poole
masts,1883,1,1,Riga,Poole
masts,1885,3,3,Riga,Newport
masts and spars,1875,1,1,Christiania,Bristol
match,1875,1,1,Colombo,London
match boards,1874,1,1,Uddevalla,London
match splints,1885,3,3,Quebec,Liverpool
match splints,1886,1,1,Portland,Liverpool
match splints,1887,2,2,Quebec,Liverpool
match splints,1889,4,4,Bremen,London
match splints,1891,1,1,Portland,Liverpool
match splints,1893,1,1,St. Petersburg,London
matchboards,1884,1,1,Drammen,Milford
matches,1875,1,1,Drammen,London
matches,1881,1,1,Uddevalla,London
matches,1893,1,1,Drammen,Fleetwood
matchsplints,1889,1,1,Montreal,Bristol
matchwood,1893,1,1,Riga,London
mauer,1881,1,1,Danzig,London
mauer,1883,1,1,Stettin,Tyne
mauer,1887,1,1,Stettin,London
mauer,1898,1,1,Danzig,London
mauerlatten,1881,6,6,Klaipeda,Stockton
mauerlatten,1883,7,7,Klaipeda,London
mauerlatten,1884,1,1,Klaipeda,London
mauerlatten,1885,3,3,Danzig,London
mauerlatten,1887,3,3,Riga,London
mauerlatten,1889,4,4,Danzig,London
mauerlatten,1895,1,1,Riga,Tyne
mauerlatten timber,1881,1,1,Klaipeda,London
medora,1875,1,1,Gothenburg,London
michigan,1877,1,1,New York,Greenock
middles,1886,1,1,Gothenburg,London
mill,1887,1,1,Christiania,Tyne
mill boards,1887,1,1,Amsterdam,Greenock
millboards,1887,1,1,Christiania,Tyne
millboards,1891,1,1,Christiania,Newport
millboards,1893,1,1,Christiansand,London
mille,1874,1,1,Drammen,London
mille,1875,1,1,Konigsberg,Bristol
mille,1887,1,1,Norfolk,Liverpool
mille,1893,1,1,Miramichi,INTER TOPS
mille,1895,2,2,Miramichi,Liverpool
mils,1895,1,1,Gothenburg,Grimsby
min,1881,3,3,Porsgrund,Exeter
mining,1877,5,6,Fredriksvern,Dundee
mining,1881,8,8,Porsgrund,Bristol
mining,1883,2,2,Gothenburg,Stockton
mining,1885,14,14,Porsgrund,Bristol
mining,1887,2,2,Porsgrund,Bristol
mining,1889,9,9,Porsgrund,Bristol
mining,1891,4,4,Christiania,Bristol
mining,1893,3,3,Apalachicola,Liverpool
mining,1895,4,4,Drammen,Hull (Queen's Dock)
mining,1897,1,2,Brevig,Liverpool
mining,1899,1,1,Porsgrund,Liverpool
mining ber,1889,1,1,Porsgrund,Sligo
mining boards,1895,1,1,Skien,PROCEEDINGS UNDER CESSIO
mining er,1893,1,1,Christiania,Tyne
mining er,1897,1,1,Christiania,Tyne
mining lds,1887,1,1,Arendal,Tyne
mining poles,1889,3,3,Grimstad,Newport
mining poles,1893,1,1,Grimstad,
mining poles,1897,1,1,Porsgrund,Liverpool
mining poles and pit props,1899,1,1,Brevig,Bristol
mining props,1875,3,3,Harnosand,
mining props,1877,3,3,Skien,Bristol
mining props,1883,1,1,Mandal,Liverpool
mining props,1887,1,1,Christiania,Tyne
mining props,1889,1,1,Grimstad,Newport
mining pulp,1895,1,1,Christiania,Tyne
mining sleepers,1877,1,1,Arendal,Dundee
mining sleepers,1895,1,1,Christiania,Tyne
mining spars,1883,1,1,Skelleftea,Newport
mining tim,1885,1,1,Arendal,Boston
mining tim,1889,1,1,Porsgrund,Bristol
mining timber,1874,2,2,Riga,Borrowstounness
mining timber,1875,28,32,Laurvig,Bristol
mining timber,1877,63,74,Christiansand,Dundee
mining timber,1878,2,2,Brevig,Bristol
mining timber,1881,96,96,Arendal,Tyne
mining timber,1882,1,1,Arendal,Newport
mining timber,1883,65,65,Arendal,Grimsby
mining timber,1884,3,3,Kragero,Bristol
mining timber,1885,69,69,Christiania,Tyne
mining timber,1887,56,56,Christiania,Grimsby
mining timber,1888,3,3,Kragero,Liverpool
mining timber,1889,165,165,Christiania,Grimsby
mining timber,1890,3,3,Gothenburg,Tyne
mining timber,1891,128,129,Arendal,Bristol
mining timber,1892,14,14,Christiania,Tyne
mining timber,1893,61,61,Christiania,Tyne
mining timber,1895,17,17,Christiania,Tyne
mining timber,1897,5,5,Christiania,Tyne
mining timber,1899,11,11,Christiania,Tyne
mining timber and,1877,7,7,Arendal,Dundee
mining timber and ends,1887,2,2,Arendal,Boston
mining timber and pit,1881,2,2,Christiansand,Newport
mining timber and pit props,1877,3,3,Gothenburg,TIMBER
mining timber and pit props,1897,1,1,Fredestrand,Liverpool
mining timber and props,1875,1,1,Risoer,Bristol
mining timber and props,1877,1,1,Quebec,
mining timber and props,1881,3,3,Grimstad,Newport
mining timber and props,1883,2,2,Arendal,Lynn
mining timber and props,1885,1,1,Grimstad,
mining timber and props,1887,2,2,Porsgrund,Boston
mining timber and props,1889,3,3,Porsgrund,Boston
mining timber and props,1891,2,2,Nyland,Bristol
mining timber and props,1899,1,1,Christiansand,Bristol
mining timber ends,1877,1,1,Riga,Dundee
mining timber from laurvig,1891,1,1,Christiania,Tyne
mining timber from laurvig,1893,1,1,Christiania,Tyne
miramichi,1875,1,1,New Orleans,Bristol
mop sticks,1887,2,2,Rafso,Liverpool
morceaux,1891,1,1,Cap Lopez,London (Tilbury Docks)
mould,1885,1,1,Uddevalla,London
mould,1891,1,1,Montreal,Liverpool
mould,1899,1,1,Uddevalla,London
moulding,1883,3,3,Fredrikstad,London
moulding,1887,2,2,Uddevalla,London
moulding,1891,3,3,Hamburg,Liverpool
moulding,1893,2,2,Uddevalla,TOWER DOCK
moulding,1897,1,1,Gothenburg,London
mouldings,1874,2,3,Uddevalla,London
mouldings,1875,9,9,Gothenburg,London
mouldings,1877,5,6,Rangoon,Liverpool
mouldings,1879,1,1,New York,Bristol
mouldings,1881,38,38,Gothenburg,London
mouldings,1882,2,2,Christiania,London
mouldings,1883,49,49,Gothenburg,London
mouldings,1884,5,5,Uddevalla,London
mouldings,1885,40,40,Gothenburg,London
mouldings,1887,35,36,Gothenburg,London
mouldings,1889,39,39,Gothenburg,London
mouldings,1890,1,1,Hamburg,Tyne
mouldings,1891,81,81,Hamburg,London
mouldings,1892,6,6,Hamburg,Tyne
mouldings,1893,30,30,Uddevalla,London
mouldings,1895,27,27,Hamburg,Tyne
mouldings,1896,1,1,Fredrikstad,London
mouldings,1897,8,8,Gothenburg,London
mouldings,1898,6,6,Boston,London
mouldings,1899,14,14,Stockholm,London
mouldings and joinery,1883,1,1,Gothenburg,London
mouldings and skirtings,1883,1,1,Uddevalla,Poole
mouldings and skirtings,1885,1,1,Gothenburg,Cowes
mouldings and skirtings,1895,1,1,Kramfors,Liverpool
mouldings from norrkoping,1899,1,1,Stockholm,London
muda,1874,1,1,Jamaica,London
n o,1898,1,1,Newport News,Liverpool
nails,1883,1,1,Norfolk,Liverpool
narrow ends,1887,1,1,Trangsund,London
nds,1893,1,1,"St John, NB",Liverpool
new,1887,5,5,Boston,Liverpool
new,1889,23,23,Boston,Liverpool
new,1890,2,2,Boston,Boston
new,1891,1,1,Boston,Liverpool
new and,1889,1,1,Norfolk,Liverpool
new shooks,1890,1,1,Boston,Boston
newn fir,1891,1,1,Bordeaux,
niches,1883,1,1,Kronstadt,Grimsby
ning timber,1897,1,1,Christiania,Liverpool
no doors,1897,1,1,"Boston, U.S.",Liverpool
noe,1885,1,1,Patoum,Newport
northern star,1875,1,1,Pensacola,Bristol
notches,1891,1,1,Barahona,Liverpool
nut,1874,1,1,Liepāja,London
nut,1885,1,1,Hamburg,London
nutwood,1884,1,1,Batoumi,London
oads,1877,1,1,Kronstadt,Borrowstounness
oak,1874,33,42,Quebec,London
oak,1875,76,85,Quebec,Greenock
oak,1876,2,2,Quebec,Greenock
oak,1877,139,162,Quebec,Dundee
oak,1878,1,1,New York,Bristol
oak,1879,32,32,Stettin,Liverpool
oak,1880,2,2,Quebec,Liverpool
oak,1881,156,164,Quebec,London
oak,1882,2,2,Quebec,Lynn
oak,1883,228,248,Quebec,London
oak,1884,14,16,Baltimore,Liverpool
oak,1885,256,273,Quebec,London
oak,1886,6,7,New Orleans,Liverpool
oak,1887,233,248,Klaipeda,London
oak,1888,5,5,Klaipeda,Liverpool
oak,1889,270,284,Quebec,Liverpool
oak,1890,17,18,Baltimore,Boston
oak,1891,135,143,Stettin,Liverpool
oak,1892,17,18,Baltimore,Tyne
oak,1893,116,125,Baltimore,Liverpool
oak,1895,66,68,Baltimore,Liverpool
oak,1896,5,5,Baltimore,Liverpool
oak,1897,36,38,New York,Liverpool
oak,1898,8,10,Boston,Inverness
oak,1899,51,52,Baltimore,Liverpool
oak and,1874,1,1,Stockholm,London
oak and,1885,1,1,New York,London
oak and,1893,1,1,Baltimore,Liverpool
oak and beech,1885,1,1,Danzig,Poole
oak and beech,1887,1,1,Danzig,Sligo
oak and birch,1887,1,1,Danzig,London
oak and pitch pine,1893,1,1,Mobile,Bristol
oak and poplar,1899,1,1,Boston,Liverpool
oak and staves,1875,1,1,Klaipeda,CURRENT PRICES
oak and white pine,1877,1,1,Bordeaux,TIMBER
oak balks,1874,1,1,Quebec,London
oak barrel staves,1875,1,1,Danzig,Bristol
oak beams,1875,1,1,Danzig,CURRENT PRICES
oak billets,1877,1,1,Belize,Liverpool
oak blocks,1877,1,1,Quebec,Dundee
oak blocks,1887,3,3,New York,London
oak blocks,1888,1,1,New York,London
oak blocks,1899,1,1,Danzig,Grimsby
oak boards,1881,1,1,Stettin,BUILDERS' CLERKS' BENEVOLENT INSTITUTION
oak boards,1885,3,3,Laurvig,London
oak boards,1887,2,2,Trieste,London
oak boards,1891,2,2,Norfolk,Liverpool
oak boards,1893,2,2,Baltimore,Dundee
oak boards,1899,1,1,Portland Me.,Liverpool
oak butts,1889,1,1,Stettin,Grimsby
oak butts,1893,1,1,Danzig,Newport
oak chocks,1893,2,2,Danzig,Poole
oak chocks,1895,2,2,Danzig,Newport
oak chocks,1897,1,1,Altona,Poole
oak crooks,1885,1,1,Stettin,Poole
oak deals,1881,1,1,Klaipeda,London
oak deals,1895,1,1,Baltimore,Tyne
oak ends,1881,1,1,Moulmein,Tyne
oak ends,1887,1,1,New York,Dundee
oak ends,1889,1,1,Stettin,Grimsby
oak fir,1881,1,1,Hamburg,Grimsby
oak flooring,1883,1,1,New York,London
oak guards,1887,1,1,Baltimore,Liverpool
oak heading,1891,1,1,Philadelphia,Bristol
oak headings,1898,1,1,Baltimore,Dublin
oak hewn,1881,44,45,Quebec,Poole
oak hewn,1882,2,2,Quebec,Lynn
oak hewn,1889,2,2,Stettin,Poole
oak hewn,1893,2,2,Trondheim,KEN
oak hewn,1897,1,1,Copenhagen,Greenock
oak j,1885,1,1,Philadelphia,Liverpool
oak keys,1895,1,1,Kragero,Grimsby
oak lam,1885,1,1,New Orleans,Liverpool
oak logs,1875,2,2,Danzig,Bristol
oak logs,1877,1,1,Danzig,
oak logs,1885,1,1,Klaipeda,Grimsby
oak logs,1887,2,2,Trieste and Fiume,Dundee
oak logs,1893,8,8,Danzig,Grimsby
oak logs,1895,11,11,Danzig,Grimsby
oak logs,1897,6,6,Stettin,Grimsby
oak logs,1898,1,1,Danzig,Grimsby
oak logs,1899,4,4,Danzig,Grimsby
oak logs and ends,1893,1,1,Stettin,Bristol
oak lumber,1881,1,1,New York,Grimsby
oak lumber,1883,8,8,New York,Dundee
oak lumber,1884,1,1,New York,London
oak lumber,1885,23,23,New York,Liverpool
oak lumber,1886,1,1,New York,Dundee
oak lumber,1887,24,24,New York,Liverpool
oak lumber,1888,2,2,New York,Dundee
oak lumber,1889,46,46,Baltimore,Liverpool
oak lumber,1890,6,6,Baltimore,Dundee
oak lumber,1891,28,28,Baltimore,Liverpool
oak lumber,1892,6,6,New York,Dundee
oak lumber,1893,5,5,New York,Dundee
oak lumber,1895,2,2,New York,Grimsby
oak lumber,1897,6,6,New York,Dundee
oak lumber,1898,5,5,New York,Dundee
oak lumber,1899,6,6,New York,Dundee
oak lumber r,1891,1,1,Baltimore,Liverpool
oak otaves,1874,1,1,Klaipeda,Bristol
oak parquet,1891,1,1,Baltimore,London
oak parquets,1890,1,1,Trieste,London
oak pipe staves,1875,2,2,Klaipeda,Bristol
oak pipe staves,1877,2,2,Danzig,Dundee
oak planed,1895,1,1,Boulogne,Fleetwood
oak plank,1877,1,1,New York,Dundee
oak plank,1881,1,1,New York,London
oak plank,1883,2,2,Baltimore,Dundee
oak plank and scantling,1883,1,1,Baltimore,Inverness
oak planks,1875,2,2,Klaipeda,CURRENT PRICES
oak planks,1877,1,1,Quebec,Dundee
oak planks,1881,2,2,Stettin,BUILDERS' CLERKS' BENEVOLENT INSTITUTION
oak planks,1885,1,1,New York,Dundee
oak planks,1887,1,1,Trieste,Liverpool
oak planks,1889,2,2,Trieste,London
oak planks,1891,1,1,Norfolk,Liverpool
oak planks,1893,1,1,New York,Liverpool
oak planks,1895,4,4,Baltimore,Stockton
oak planks,1897,1,1,Baltimore,GEORGE MERRYLEES & CO
oak planks,1899,2,2,New York,Bristol
oak sap,1881,1,1,Stettin,BUILDERS' CLERKS' BENEVOLENT INSTITUTION
oak sawn,1881,3,3,Stettin,Poole
oak scant,1883,1,1,New York,Londonderry
oak scant,1885,1,1,New York,Tyne
oak scantling,1881,1,1,New York,Dundee
oak scantling,1883,5,5,New York,Dundee
oak scantling,1885,5,5,New York,Dundee
oak scantling,1889,1,1,Boston,Dundee
oak scantling,1899,1,1,Boston,Dundee
oak scantlings,1881,2,2,New York,Dundee
oak scantlings,1883,2,2,New York,Dundee
oak scantlings,1885,1,1,New York,Dundee
oak slabs,1889,1,1,Trouville,Goole
oak sleeper blocks,1899,2,2,Danzig,Grimsby
oak sleepers,1883,1,1,Gdańsk,Tyne
oak sleepers,1893,2,2,Danzig,Liverpool
oak sleepers,1895,1,1,Danzig,Grimsby
oak spokes,1874,1,1,Danzig,Greenock
oak spokes,1889,1,1,New York,Dundee
oak spokes,1895,1,1,Liepāja,Grimsby
oak spokes,1897,1,1,New York,Grimsby
oak squares,1883,1,1,New York,Bristol
oak squares,1891,1,1,New York,Tyne
oak squares,1893,1,1,New Orleans,Liverpool
oak stavee,1875,1,1,Pensacola,Bristol
oak staves,1874,7,7,Danzig,London
oak staves,1875,9,9,Klaipeda,Bristol
oak staves,1877,16,18,Danzig,Dundee
oak staves,1881,2,2,New Orleans,Limerick
oak staves,1883,4,4,Klaipeda,London
oak staves,1885,5,5,Klaipeda,Inverness
oak staves,1887,3,3,Trieste,London
oak staves,1889,5,5,Klaipeda,London
oak staves,1891,1,1,New York,Borrowstounness
oak staves,1893,13,13,Klaipeda,Dundee
oak staves,1895,24,24,Klaipeda,Grimsby
oak staves,1897,10,10,Klaipeda,Grimsby
oak staves,1898,5,5,Klaipeda,Inverness
oak staves,1899,18,18,Liepāja,Dundee
oak strips,1887,2,2,Boston,London
oak strips,1889,1,1,Baltimore,Liverpool
oak strips,1891,1,1,Baltimore,Liverpool
oak timber,1874,2,2,St,Bristol
oak timber,1875,18,19,Quebec,Bristol
oak timber,1877,20,1396,Riga,Dundee
oak timber,1881,4,4,Grimstad,London
oak timber,1883,1,1,Quebec,Tyne
oak timber,1884,1,1,Stettin,London
oak timber,1885,4,4,Danzig,Bristol
oak timber,1887,6,6,Quebec,Tyne
oak timber,1889,11,11,Stettin,Grimsby
oak timber,1890,1,1,New York,Liverpool
oak timber,1891,7,7,Stettin,Liverpool
oak timber,1893,4,4,Quebec,Greenock
oak timber,1895,2,2,Quebec,Greenock
oak timber,1899,1,1,Quebec,Greenock
oak timber and,1877,1,1,Quebec,
oak wainscot,1883,2,2,New York,Liverpool
oak wainscot,1887,1,1,Klaipeda,London
oak wainscot,1893,1,1,Klaipeda,Liverpool
oak wainscoting,1877,1,1,Klaipeda,
oak wood hewn,1881,1,1,Danzig,RYE
oak wood sawn,1881,1,1,Danzig,RYE
oakwood,1881,1,1,Stettin,Newport
oakwood,1891,1,1,Liepāja,London (Tilbury Docks)
oar blocks,1887,1,1,Christiania and Gothenburg,Dundee
oars,1874,11,11,New York,London
oars,1875,13,17,Gothenburg,London
oars,1877,4,4,Porsgrund,Dundee
oars,1878,1,1,New York,
oars,1881,14,14,New York,Liverpool
oars,1882,1,1,Arkhangelsk,London
oars,1883,42,43,New York,Liverpool
oars,1885,20,20,Arkhangelsk,London
oars,1886,1,1,New York,Liverpool
oars,1887,21,21,New York,Liverpool
oars,1889,16,16,New York,London
oars,1890,1,1,New York,Borrowstounness
oars,1891,20,20,New York,Grimsby
oars,1892,1,1,New York,Dundee
oars,1893,3,3,Gothenburg,Grimsby
oars,1895,5,5,Drammen,Liverpool
oars,1897,3,3,New York,Grimsby
oars,1899,3,3,Cuxhaven,London (Tilbury Docks)
oars and poles,1891,1,1,Gothenburg,Tyne
oasks,1889,1,1,Fredrikstad,Liverpool
of boards,1877,4,4,Sundswall,Dundee
of crown props,1877,1,1,Laurvig,Dundee
of deals,1877,1,1,Riga,Dundee
of hewn birch props,1893,1,1,Riga,Greenock
of oak staves,1877,3,3,Danzig,
of pit props,1875,1,1,Tillingnabben,Bristol
of pit props,1877,1,1,Bordeaux,Dundee
of prepared flooring boards,1875,1,1,Danzig,Bristol
oil,1885,1,1,New York,Liverpool
oil,1891,1,1,New Orleans,Liverpool
old,1885,2,2,Boston,Liverpool
old,1887,6,6,Boston,Liverpool
old,1889,32,32,Boston,Liverpool
old,1890,2,2,Boston,Boston
old barrel staves with hoops and ends,1883,1,1,Bordeaux,Dundee
old hoops,1891,1,1,Rotterdam,Liverpool
old oak staves,1883,1,1,Bordeaux,Dundee
old sawn firwood,1893,1,1,San Francisco,Tyne
olinda,1887,1,1,Halden,Liverpool
olive wood,1891,1,1,Marseilles,Liverpool
olivewood,1881,3,3,Marseilles,Liverpool
olivewood,1883,1,1,Mazzarelli,London
orchella wood,1891,1,1,Hamburg,London (Tilbury Docks)
order,1875,2,2,Helsingfors,Bristol
order,1877,1,1,Quebec,
order,1887,1,1,Montreal,London
order,1889,1,1,Wyborg,Grimsby
osier,1891,1,1,Batoumi,London
p hewn,1881,1,1,Stettin,Poole
p props,1887,1,1,Kragero,Grimsby
package,1897,1,1,Belize,Liverpool
packages,1875,4,4,Gothenburg,Dundee
packages,1877,3,3,Gothenburg,Borrowstounness
packages,1893,2,2,Christiania,Tyne
packets,1893,1,1,Nantes,Tyne
packing,1889,1,1,Fredrikstad,London
packing cases,1887,1,1,Quebec,London
padouk,1893,2,3,Port Blair,London
pailings,1889,1,1,Miramichi,Tyne
pairs,1875,2,2,Klaipeda,London
pairs,1880,1,1,Quebec,Lynn
pairs,1881,1,1,Gothenburg,Tyne
pairs,1883,2,2,Gothenburg,Liverpool
pairs,1889,1,1,Gothenburg,Tyne
pairs,1891,1,1,Brevig,Grimsby
pairs,1893,1,1,Gothenburg,Tyne
paldawood,1875,1,1,Nossi Be,London
paling,1875,1,1,Port Glasgow,Greenock
paling,1881,1,1,Miramichi,Tyne
paling,1885,2,2,Miramichi,Lynn
paling,1887,1,1,Miramichi,Liverpool
palings,1874,62,65,St,Liverpool
palings,1875,46,51,St,CURRENT PRICES
palings,1876,2,2,Quebec,Grimsby
palings,1877,105,123,Quebec,Dundee
palings,1878,1,1,Portland,Bristol
palings,1880,2,2,St. John,Liverpool
palings,1881,84,85,Miramichi,Liverpool
palings,1883,88,88,Miramichi,Liverpool
palings,1884,1,1,St. John,Liverpool
palings,1885,21,21,St. John,Liverpool
palings,1887,19,20,Miramichi,Liverpool
palings,1889,26,26,Miramichi,London
palings,1891,5,5,St. John,Liverpool
palings,1893,5,5,Skonvik,London
palings,1895,4,4,Miramichi,Liverpool
palings,1897,1,1,Miramichi,Tyne
palings,1899,2,2,"Chatham, N B",Fowey
palme,1895,1,1,St. John,Liverpool
paper pulp,1874,1,1,Papenberg,Liverpool
paquets,1891,1,1,Calicut,London
par-quet wood,1874,1,1,Le Havre,London
parcels,1891,1,1,Moss,Tyne
parquet,1889,1,1,Trieste,London
parquetry,1887,1,1,Hamburg,London
parquets,1887,1,1,Trieste,Lynn
part square timber,1887,1,1,Skien,Tyne
partially square timber,1877,1,1,Laurvig,
partly,1881,1,1,Laurvig,Tyne
partly,1883,1,1,Porsgrund,Grimsby
partly,1892,1,1,Porsgrund,Grimsby
partly sawn deals,1889,1,1,Pensacola,Dublin
partly sawn fir,1889,1,1,Drammen,Tyne
partly sq,1887,1,1,Kragero,Tyne
partly sq,1889,1,1,Kragero,Newport
partly sq,1899,2,2,Langesund,Grimsby
partly square and round timber,1897,1,1,Grimstad,Grimsby
partly square fir timber,1893,1,1,Fredrikstad,Grimsby
partly square mining timber,1881,1,1,Brevig,Tyne
partly square mining timber,1897,1,1,Brevig,Grimsby
partly square red and whitewood,1885,1,1,Horten,Tyne
partly square timber,1881,7,7,Brevig,Tyne
partly square timber,1885,3,3,Timmernabben,Tyne
partly square timber,1889,8,8,Kragero,Tyne
partly square timber,1890,1,1,Sandefjord,Tyne
partly square timber,1891,9,9,Porsgrund,Tyne
partly square timber,1892,1,1,Kragero,Tyne
partly square timber,1893,2,2,Porsgrund,Tyne
partly square timber,1897,1,1,TÃ¸nsberg,Grimsby
partly square timber,1899,3,3,Kragero,Tyne
partly squared timber,1887,1,1,Brevig,Tyne
partridgewood,1881,1,1,Kingston,Liverpool
paving,1885,1,1,Christiania,Liverpool
paving blocks,1885,2,2,Gothenburg,London
paving blocks,1887,1,1,Gothenburg,London
pcs-deals,1878,1,1,Demerara,
pcsr,1891,1,1,New York,Bristol
pear tree,1875,1,1,Hamburg,London
peculs,1874,1,1,Manilla,London
pegwood,1899,1,1,Halifax,Liverpool
pels,1899,1,1,Christiania,Tyne
persian box,1893,1,1,poti,Liverpool
persimmon,1881,3,3,Philadelphia,Liverpool
persimmon,1893,4,5,New Orleans,Liverpool
persimmon and dogwood,1891,1,1,Norfolk,Liverpool
persimmon boards,1893,1,1,New Orleans,Liverpool
persimmon wood,1881,1,1,Norfolk,Liverpool
pes,1875,1,1,Istanbul,
petter,1877,1,1,Christiansand,TIMBER
piassava,1891,1,1,Montevideo,Liverpool
picker staves,1885,1,1,New York,Liverpool
picker sticks,1881,1,1,New York,Fowey
picker sticks,1885,1,1,New York,London
pickers,1875,1,1,Halden,London
pickets,1874,1,1,Trieste,
pickets,1875,1,2,Buctouche,NEW YORK
pickets,1877,4,4,Tusket,Dundee
pickets,1881,4,4,St. John,Liverpool
pigwood,1887,1,1,Halifax,London
pine,1874,20,25,Quebec,Greenock
pine,1875,57,73,Quebec,Greenock
pine,1876,1,1,Quebec,
pine,1877,50,59,Quebec,Greenock
pine,1879,20,20,Darien,Greenock
pine,1881,35,43,Quebec,Greenock
pine,1882,1,1,Christiania,London
pine,1883,87,111,Quebec,Greenock
pine,1884,3,7,Quebec,Liverpool
pine,1885,64,95,Quebec,Liverpool
pine,1886,2,2,Mobile,Liverpool
pine,1887,39,53,Quebec,Liverpool
pine,1889,83,117,Quebec,Liverpool
pine,1891,32,47,Quebec,Liverpool
pine,1892,2,2,"Pictou, N.B.",Liverpool
pine,1893,28,40,Quebec,Liverpool
pine,1895,12,18,Quebec,Liverpool
pine,1897,2,2,Pensacola,Bristol
pine,1899,12,17,Quebec,Liverpool
pine and,1885,1,1,Quebec,Grimsby
pine and,1887,1,1,New Orleans,Liverpool
pine and,1889,1,2,Dalhousie,Liverpool
pine and deal ends,1875,1,1,Quebec,
pine and deals,1883,1,1,Quebec,London
pine and fir,1885,1,1,Risoer,Liverpool
pine and spruce deals,1874,1,1,Trois-RiviÃ¨res,
pine and spruce deals,1885,1,1,Quebec,Greenock
pine and spruce ends,1875,1,1,Bathurst,Greenock
pine battens,1883,1,1,Quebec,Fowey
pine beams,1875,1,1,Danzig,CURRENT PRICES
pine blocks,1874,1,1,Quebec,London
pine boards,1877,3,3,Miramichi,TIMBER
pine boards,1883,1,1,Antwerp,London
pine boards,1893,3,3,Amsterdam,Tyne
pine boards,1897,1,1,San Francisco,Fleetwood
pine boards,1899,2,2,Philadelphia,Dundee
pine boards and deals,1899,1,1,Montreal,Lynn
pine deal,1887,2,2,Quebec,Greenock
pine deal and ends,1887,1,1,Quebec,Greenock
pine deal ends,1874,1,1,Sydney,
pine deal ends,1875,1,1,Nyvik,London
pine deal ends,1877,4,4,Quebec,Dundee
pine deal ends,1883,2,2,Quebec,Greenock
