origin_port,origin_latitude,origin_longitude,destination_port,destination_latitude,destination_longitude,ship_count
Boston,42.3595726133805,-71.0574266455077,BRISTOL,51.4545130000001,-2.58790999999997,30
Kragero,58.8663222461009,9.39912854232773,POOLE,50.7150500000001,-1.98724800000002,30
Uleaborg,65.0115283017847,25.4736063917974,POOLE,50.7150500000001,-1.98724800000002,30
Husum,63.3386922716258,19.1618725396729,LONDON,51.5073509000001,-0.127758299999982,30
Archangel,64.5412075020308,40.5439866455079,INVERNESS,57.4827277738256,-4.22737025390621,30
Halmstad,56.6722010493411,12.857328338623,INVERNESS,57.4827277738256,-4.22737025390621,30
Gothenburg,57.70073799777,11.9680483386231,RUNCORN,53.3420780000001,-2.72967299999999,30
Marseilles,43.2969388411835,5.38110013867459,LIVERPOOL,53.4083714,-2.99157259999998,30
Archangel,64.5412075020308,40.5439866455079,MONTROSE,56.7213304436428,-2.46576667724605,30
New York,40.713197770232,-74.0078266455077,POOLE,50.7150500000001,-1.98724800000002,30
Baltimore,39.2909022702315,-76.6096033227539,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,30
Riga,56.9520033661236,24.1136539340975,LEITH,55.9765554947196,-3.16607291534422,30
Trondheim (Drontheim),63.4418008643108,10.4085794921875,MONTROSE,56.7213304436428,-2.46576667724605,30
Redon,47.6509129777457,-2.08601583068829,Stockton-on-Tees,54.5704551000001,-1.32898209999991,30
Darien,31.3713087416854,-81.434368552408,BRISTOL,51.4545130000001,-2.58790999999997,29
Metis,48.67,-68.0,LONDON,51.5073509000001,-0.127758299999982,29
Darien,31.3713087416854,-81.434368552408,GREENOCK,55.9505077629267,-4.75971798437838,29
Wyborg,60.7132675840768,28.7476258831691,POOLE,50.7150500000001,-1.98724800000002,29
Pensacola,30.4172348803734,-87.2103635449219,Lynn (King's Lynn),52.7516798,0.402296300000103,29
Minatitlan,17.979,-94.549,LONDON,51.5073509000001,-0.127758299999982,29
Sundswall,62.3890780504242,17.3063352870027,NEWRY,54.1483756060001,-6.32235385399997,29
Porsgrund,59.1429922168333,9.65712996826176,INVERNESS,57.4827277738256,-4.22737025390621,29
Porsgrund,59.1429922168333,9.65712996826176,FOWEY,50.3349900000001,-4.63652499999995,29
Drammen,59.7478785493119,10.1840215950051,FLEETWOOD,53.9154477593217,-3.01331410565124,29
Colombo,6.93230763563123,79.8474366772461,LONDON,51.5073509000001,-0.127758299999982,29
Karlskrona,56.1608063124393,15.5844683386232,Tyne Ports,55.0179189721861,-1.42556335449211,29
Mandal,58.0301171016744,7.45549708465569,WICK,58.4430600485415,-3.09285166137693,29
Namsos,64.4680180714091,11.4939400000007,DUNDEE,56.4612028818325,-2.96765932817017,29
Rotterdam,51.9209408964375,4.4874063916016,BELFAST,54.613523371,-5.90696169099994,29
Umea,63.8253913595555,20.2604183386227,GRIMSBY,53.5674710000001,-0.0807839999998805,29
Laurvig,59.0519993698318,10.0222858306885,BRISTOL,51.4545130000001,-2.58790999999997,29
Skien,59.2091678279277,9.60874112253406,NEWPORT,51.584151,-2.99766399999993,29
Riga,56.9520033661236,24.1136539340975,WEXFORD,52.3386830540001,-6.45647567999993,29
Brevig,59.05544,9.69593,LONDON,51.5073509000001,-0.127758299999982,29
Figeholm,57.3712617225934,16.5499129153443,GRIMSBY,53.5674710000001,-0.0807839999998805,29
Skonvik,62.4688681722605,17.3256154232789,DUNDEE,56.4612028818325,-2.96765932817017,29
Fredrikstad,59.2139821431688,10.9357039213349,GREENOCK,55.9505077629267,-4.75971798437838,29
Blaye,45.1276960345872,-0.66292999999989,POOLE,50.7150500000001,-1.98724800000002,28
Abo,60.4528020408486,22.2514641693117,LIVERPOOL,53.4083714,-2.99157259999998,28
Västervik (Westerwik),57.7578248725028,16.6446077941132,LONDON,51.5073509000001,-0.127758299999982,28
Konigsberg,54.7112317805089,20.4988802856446,BRISTOL,51.4545130000001,-2.58790999999997,28
Holmestrand,59.4798015800324,10.3220370846559,DUNDEE,56.4612028818325,-2.96765932817017,28
Konigsberg,54.7112317805089,20.4988802856446,Lynn (King's Lynn),52.7516798,0.402296300000103,28
Riga,56.9520033661236,24.1136539340975,MIDDLESBROUGH,54.5742270000001,-1.23495600000001,28
Bremen,53.0751069869248,8.80453344224812,Liverpool,53.4083714,-2.99157259999998,28
Gothenburg,57.70073799777,11.9680483386231,SLIGO,54.277488562,-8.48034919799994,28
Grimstad,58.3467577665114,8.58108827514652,Tyne Ports,55.0179189721861,-1.42556335449211,28
Monsteras,57.0405429197551,16.4462529153445,Tyne Ports,55.0179189721861,-1.42556335449211,28
Kotka,60.4671369633067,26.9184724444581,NEWPORT,51.584151,-2.99766399999993,28
Arcachon,44.6612922535177,-1.16703658203118,NEWPORT,51.584151,-2.99766399999993,28
Gothenburg,57.70073799777,11.9680483386231,NEWRY,54.1483756060001,-6.32235385399997,28
Odessa,46.4758177004446,30.7419165185547,LIVERPOOL,53.4083714,-2.99157259999998,28
Onega,63.9004661241536,38.102155343628,BRISTOL,51.4545130000001,-2.58790999999997,28
Hommelvik,63.41083,10.79424,MONTROSE,56.7213304436428,-2.46576667724605,28
Kalmar,56.6660571924049,16.3637093814175,Lynn (King's Lynn),52.7516798,0.402296300000103,28
Risoer,58.7177754400355,9.21217460846031,DUNDEE,56.4612028818325,-2.96765932817017,28
Cronstadt,59.9939156370316,29.7714865185547,Deptford,51.478,-0.0265,28
La Rochelle,46.156,-1.151,NEWPORT,51.584151,-2.99766399999993,28
Skien,59.2091678279277,9.60874112253406,INVERNESS,57.4827277738256,-4.22737025390621,28
Hommelvik,63.41083,10.79424,LONDON,51.5073509000001,-0.127758299999982,28
Helsingfors,60.1711933248246,24.9319799409551,BRISTOL,51.4545130000001,-2.58790999999997,27
Darien,31.3713087416854,-81.434368552408,DUNDEE,56.4612028818325,-2.96765932817017,27
Skien,59.2091678279277,9.60874112253406,DUNDEE,56.4612028818325,-2.96765932817017,27
Kramfors,62.9313797652365,17.7810411409736,LONDON,51.5073509000001,-0.127758299999982,27
Tonsberg,59.2659373175255,10.4066114894106,Tyne Ports,55.0179189721861,-1.42556335449211,27
Copenhagen,55.6759914022238,12.5675600000001,Tyne Ports,55.0179189721861,-1.42556335449211,27
Haparanda,65.8357337904469,24.1367433544922,GRIMSBY,53.5674710000001,-0.0807839999998805,27
Amsterdam,52.369690469728,4.91062658203126,LIVERPOOL,53.4083714,-2.99157259999998,27
Moss,59.459167,10.700833,DUNDEE,56.4612028818325,-2.96765932817017,27
Moulmein,16.4918180331966,97.6253883386231,GREENOCK,55.9505077629267,-4.75971798437838,27
Gothenburg,57.70073799777,11.9680483386231,DUBLIN,53.346388727,-6.21662037199997,27
Ornskjoldsvik,63.2893408522372,18.720338338623,LONDON,51.5073509000001,-0.127758299999982,27
Moss,59.459167,10.700833,Tyne Ports,55.0179189721861,-1.42556335449211,27
Laurvig,59.0519993698318,10.0222858306885,INVERNESS,57.4827277738256,-4.22737025390621,27
Cronstadt,59.9939156370316,29.7714865185547,LEITH,55.9765554947196,-3.16607291534422,27
Gothenburg,57.70073799777,11.9680483386231,Hartlepool,54.6917449999999,-1.21292600000004,27
Darien,31.3713087416854,-81.434368552408,Tyne Ports,55.0179189721861,-1.42556335449211,27
Pascagoula,30.3659447374599,-88.5565278197888,GREENOCK,55.9505077629267,-4.75971798437838,27
Demerara,6.804,-58.155,GREENOCK,55.9505077629267,-4.75971798437838,27
Montreal,45.5129959517878,-73.5553766455077,INVERNESS,57.4827277738256,-4.22737025390621,27
Hernosand,62.6335551234768,17.9374935762681,BRISTOL,51.4545130000001,-2.58790999999997,27
Fredrikstad,59.2139821431688,10.9357039213349,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,27
New Orleans,29.9530336254134,-90.0763767089845,Tilbury Docks,51.454605122463,0.346938878173947,27
Gefle,60.6782700353304,17.1835063783265,FOWEY,50.3349900000001,-4.63652499999995,27
Christiansand,58.1439137156268,7.99468833862306,MONTROSE,56.7213304436428,-2.46576667724605,27
Ostend,51.226,2.906,TILBURY DOCKS,51.454605122463,0.346938878173947,27
Umea,63.8253913595555,20.2604183386227,LONDON,51.5073509000001,-0.127758299999982,26
Liepāja,56.53,20.99,INVERNESS,57.4827277738256,-4.22737025390621,26
Kragero,58.8663222461009,9.39912854232773,INVERNESS,57.4827277738256,-4.22737025390621,26
Slite,57.7055439750642,18.8053370846558,Tyne Ports,55.0179189721861,-1.42556335449211,26
Hallsta,59.296656704877,16.4476400000005,GRIMSBY,53.5674710000001,-0.0807839999998805,26
Skelleftea,64.7495721160482,20.9557144459604,BRISTOL,51.4545130000001,-2.58790999999997,26
New Orleans,29.9530336254134,-90.0763767089845,Tyne Ports,55.0179189721861,-1.42556335449211,26
Hernosand,62.6335551234768,17.9374935762681,GOOLE,53.7029410000001,-0.876380999999981,26
Cronstadt,59.9939156370316,29.7714865185547,FLEETWOOD,53.9154477593217,-3.01331410565124,26
Uddevalla,58.3509732601018,11.9325193821388,LIVERPOOL,53.4083714,-2.99157259999998,26
Halifax,44.6458582609808,-63.5779232910155,NEWPORT,51.584151,-2.99766399999993,26
Kemi,65.7366935700403,24.5665102968958,BRISTOL,51.4545130000001,-2.58790999999997,26
Montreal,45.5129959517878,-73.5553766455077,FLEETWOOD,53.9154477593217,-3.01331410565124,26
Amsterdam,52.369690469728,4.91062658203126,GRIMSBY,53.5674710000001,-0.0807839999998805,26
Gefle,60.6782700353304,17.1835063783265,WICK,58.4430600485415,-3.09285166137693,26
Brevig,59.05544,9.69593,LIVERPOOL,53.4083714,-2.99157259999998,26
Riga,56.9520033661236,24.1136539340975,IRVINE,55.618333779517,-4.65659498413083,26
Fredrikstad,59.2139821431688,10.9357039213349,EXETER,50.7184120000001,-3.53389899999991,26
Drammen,59.7478785493119,10.1840215950051,CORK,51.9014959520001,-8.44685895399994,26
Fredrikshamn,60.5711374961045,27.1893037810559,GRIMSBY,53.5674710000001,-0.0807839999998805,26
Hamburg,53.5381947874472,9.96457836097262,GOOLE,53.7029410000001,-0.876380999999981,26
Christiania,59.9127593309038,10.7460535835705,Tilbury Docks,51.454605122463,0.346938878173947,26
Västervik (Westerwik),57.7578248725028,16.6446077941132,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,25
Bjorneborg,61.4862538765185,21.7956274920657,MONTROSE,56.7213304436428,-2.46576667724605,25
Pensacola,30.4172348803734,-87.2103635449219,POOLE,50.7150500000001,-1.98724800000002,25
St. Petersburg,59.9339888563424,30.3067266455079,INVERNESS,57.4827277738256,-4.22737025390621,25
Halmstad,56.6722010493411,12.857328338623,BRISTOL,51.4545130000001,-2.58790999999997,25
Miramichi,47.0020037704552,-65.5685833227539,NEWRY,54.1483756060001,-6.32235385399997,25
Riga,56.9520033661236,24.1136539340975,GRANGEMOUTH,56.0086943296901,-3.71710520629876,25
Rafso,61.6150044370834,21.4365729153444,INVERNESS,57.4827277738256,-4.22737025390621,25
Jamaica,17.997,-76.794,LIVERPOOL,53.4083714,-2.99157259999998,25
Kalmar,56.6660571924049,16.3637093814175,LIVERPOOL,53.4083714,-2.99157259999998,25
Sundswall,62.3890780504242,17.3063352870027,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,25
Falkenberg,56.9057503779718,12.4903241693116,INVERNESS,57.4827277738256,-4.22737025390621,25
Hamburg,53.5381947874472,9.96457836097262,Stockton-on-Tees,54.5704551000001,-1.32898209999991,25
Bayonne,43.49295,-1.47484,LONDON,51.5073509000001,-0.127758299999982,25
Bordeaux,44.8383676829183,-0.572658592529262,WICK,58.4430600485415,-3.09285166137693,25
Klaipeda,55.71722,21.12861,WICK,58.4430600485415,-3.09285166137693,25
Pillau,54.6553874966892,19.9103474006719,GRIMSBY,53.5674710000001,-0.0807839999998805,25
Kemi,65.7366935700403,24.5665102968958,LIVERPOOL,53.4083714,-2.99157259999998,25
Liepāja,56.53,20.99,BRISTOL,51.4545130000001,-2.58790999999997,25
Miramichi,47.0020037704552,-65.5685833227539,GRIMSBY,53.5674710000001,-0.0807839999998805,25
Quebec City,46.8198570676248,-71.200611493121,MONTROSE,56.7213304436428,-2.46576667724605,25
Halmstad,56.6722010493411,12.857328338623,Lynn (King's Lynn),52.7516798,0.402296300000103,25
Rafso,61.6150044370834,21.4365729153444,FOWEY,50.3349900000001,-4.63652499999995,24
Holmestrand,59.4798015800324,10.3220370846559,GRIMSBY,53.5674710000001,-0.0807839999998805,24
Abo,60.4528020408486,22.2514641693117,BRISTOL,51.4545130000001,-2.58790999999997,24
Arendal,58.4701420246829,8.7584524351543,DUNDEE,56.4612028818325,-2.96765932817017,24
Hamburg,53.5381947874472,9.96457836097262,DUNDEE,56.4612028818325,-2.96765932817017,24
Porsgrund,59.1429922168333,9.65712996826176,TRURO,50.2631950000001,-5.05104099999994,24
Stettin,53.4252665374726,14.5555758306886,GOOLE,53.7029410000001,-0.876380999999981,24
Bangkok,13.753370634814,100.504808542328,GREENOCK,55.9505077629267,-4.75971798437838,24
Shediac,46.2201868321302,-64.5352616613769,BRISTOL,51.4545130000001,-2.58790999999997,24
Iggesund,61.642548169496,17.0748925079347,LONDON,51.5073509000001,-0.127758299999982,24
Drammen,59.7478785493119,10.1840215950051,Tilbury Docks,51.454605122463,0.346938878173947,24
Kalmar,56.6660571924049,16.3637093814175,LONDON,51.5073509000001,-0.127758299999982,24
Moulmein,16.4918180331966,97.6253883386231,LONDON,51.5073509000001,-0.127758299999982,24
Drammen,59.7478785493119,10.1840215950051,MONTROSE,56.7213304436428,-2.46576667724605,24
Helsingfors,60.1711933248246,24.9319799409551,GREENOCK,55.9505077629267,-4.75971798437838,24
Hallsta,59.296656704877,16.4476400000005,Tyne Ports,55.0179189721861,-1.42556335449211,24
Grimstad,58.3467577665114,8.58108827514652,NEWPORT,51.584151,-2.99766399999993,24
Sandefjord,59.1333045923779,10.2226200859019,DUNDEE,56.4612028818325,-2.96765932817017,24
Danzig,54.3532540815076,18.6510183386231,FLEETWOOD,53.9154477593217,-3.01331410565124,24
Kotka,60.4671369633067,26.9184724444581,GREENOCK,55.9505077629267,-4.75971798437838,24
Rotterdam,51.9209408964375,4.4874063916016,LEITH,55.9765554947196,-3.16607291534422,24
Konigsberg,54.7112317805089,20.4988802856446,POOLE,50.7150500000001,-1.98724800000002,24
Namsos,64.4680180714091,11.4939400000007,INVERNESS,57.4827277738256,-4.22737025390621,24
Bay Verte,46.0149,-64.103,Tyne Ports,55.0179189721861,-1.42556335449211,24
Lorient,47.75,-3.36,DUNDEE,56.4612028818325,-2.96765932817017,23
Mandal,58.0301171016744,7.45549708465569,MONTROSE,56.7213304436428,-2.46576667724605,23
Uleaborg,65.0115283017847,25.4736063917974,Lynn (King's Lynn),52.7516798,0.402296300000103,23
Grimstad,58.3467577665114,8.58108827514652,Lynn (King's Lynn),52.7516798,0.402296300000103,23
Riga,56.9520033661236,24.1136539340975,LimerickL,52.660797938,-8.63965508699994,23
York,53.9599651,-1.08729790000007,GRIMSBY,53.5674710000001,-0.0807839999998805,23
Nordmaling,63.5705218590195,19.4984000634764,LONDON,51.5073509000001,-0.127758299999982,23
Trieste,45.6582454829909,13.7725183386231,DUNDEE,56.4612028818325,-2.96765932817017,23
Skien,59.2091678279277,9.60874112253406,BRISTOL,51.4545130000001,-2.58790999999997,23
Christiania,59.9127593309038,10.7460535835705,SLIGO,54.277488562,-8.48034919799994,23
Boston,42.3595726133805,-71.0574266455077,Tyne Ports,55.0179189721861,-1.42556335449211,23
Tornea,65.8463157942022,24.150113125796,BRISTOL,51.4545130000001,-2.58790999999997,23
Rochefort,45.9349095117461,-0.958475423278691,BRISTOL,51.4545130000001,-2.58790999999997,23
Hamburg,53.5381947874472,9.96457836097262,Lynn (King's Lynn),52.7516798,0.402296300000103,23
Uddevalla,58.3509732601018,11.9325193821388,BRISTOL,51.4545130000001,-2.58790999999997,23
Gefle,60.6782700353304,17.1835063783265,GREENOCK,55.9505077629267,-4.75971798437838,23
Gefle,60.6782700353304,17.1835063783265,EXETER,50.7184120000001,-3.53389899999991,23
Danzig,54.3532540815076,18.6510183386231,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,23
Stockholm,59.332961003529,18.0661433544922,DUNDEE,56.4612028818325,-2.96765932817017,23
Rotterdam,51.9209408964375,4.4874063916016,BRISTOL,51.4545130000001,-2.58790999999997,23
Ventspils,57.4,21.5333,LIVERPOOL,53.4083714,-2.99157259999998,23
Brevig,59.05544,9.69593,NEWPORT,51.584151,-2.99766399999993,23
Fiume,45.3267632510829,14.4468066772461,GRIMSBY,53.5674710000001,-0.0807839999998805,23
Sundswall,62.3890780504242,17.3063352870027,FOWEY,50.3349900000001,-4.63652499999995,23
Nantes,47.2175117591258,-1.54816765075694,LIVERPOOL,53.4083714,-2.99157259999998,23
Uddevalla,58.3509732601018,11.9325193821388,Lynn (King's Lynn),52.7516798,0.402296300000103,23
Miramichi,47.0020037704552,-65.5685833227539,Lynn (King's Lynn),52.7516798,0.402296300000103,22
Stettin,53.4252665374726,14.5555758306886,WICK,58.4430600485415,-3.09285166137693,22
Danzig,54.3532540815076,18.6510183386231,WICK,58.4430600485415,-3.09285166137693,22
Nordmaling,63.5705218590195,19.4984000634764,GRIMSBY,53.5674710000001,-0.0807839999998805,22
Borga,60.3967119237763,25.6714263787898,DUNDEE,56.4612028818325,-2.96765932817017,22
Darien,31.3713087416854,-81.434368552408,LONDON,51.5073509000001,-0.127758299999982,22
Arendal,58.4701420246829,8.7584524351543,GREENOCK,55.9505077629267,-4.75971798437838,22
Brevig,59.05544,9.69593,POOLE,50.7150500000001,-1.98724800000002,22
Skutskar,60.6295982909093,17.4141847022097,POOLE,50.7150500000001,-1.98724800000002,22
Arendal,58.4701420246829,8.7584524351543,POOLE,50.7150500000001,-1.98724800000002,22
Baltimore,39.2909022702315,-76.6096033227539,NEWPORT,51.584151,-2.99766399999993,22
Laurvig,59.0519993698318,10.0222858306885,WICK,58.4430600485415,-3.09285166137693,22
Richibucto,46.681336746494,-64.8648499999998,BRISTOL,51.4545130000001,-2.58790999999997,22
Bordeaux,44.8383676829183,-0.572658592529262,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,22
Lillesand,58.2502677182406,8.37972416931154,Tyne Ports,55.0179189721861,-1.42556335449211,22
Riga,56.9520033661236,24.1136539340975,TROON,55.5444127055824,-4.67361271972649,22
Husum,63.3386922716258,19.1618725396729,GRIMSBY,53.5674710000001,-0.0807839999998805,22
Narva,59.3746677001451,28.204279206543,MONTROSE,56.7213304436428,-2.46576667724605,22
Tornea,65.8463157942022,24.150113125796,GRIMSBY,53.5674710000001,-0.0807839999998805,22
Halmstad,56.6722010493411,12.857328338623,Tilbury Docks,51.454605122463,0.346938878173947,22
Oscarshamn,57.2700755313257,16.4433368359375,BRISTOL,51.4545130000001,-2.58790999999997,22
Ornskjoldsvik,63.2893408522372,18.720338338623,Tyne Ports,55.0179189721861,-1.42556335449211,22
Onega,63.9004661241536,38.102155343628,DUNDEE,56.4612028818325,-2.96765932817017,22
Rivadeo,43.534,-7.04,BRISTOL,51.4545130000001,-2.58790999999997,22
Falkenberg,56.9057503779718,12.4903241693116,GREENOCK,55.9505077629267,-4.75971798437838,22
Skelleftea,64.7495721160482,20.9557144459604,NEWPORT,51.584151,-2.99766399999993,22
Dieppe,49.93481,1.0919,Milford Haven,51.7143060000001,-5.04269709999988,22
Christiania,59.9127593309038,10.7460535835705,NEWRY,54.1483756060001,-6.32235385399997,22
Flushing,51.45,3.6,LONDON,51.5073509000001,-0.127758299999982,22
Lorient,47.75,-3.36,POOLE,50.7150500000001,-1.98724800000002,22
Bayonne,43.49295,-1.47484,CARDIFF,51.4815810000001,-3.17908999999992,22
Lovisa,60.458,26.228,DUNDEE,56.4612028818325,-2.96765932817017,21
Cronstadt,59.9939156370316,29.7714865185547,EXETER,50.7184120000001,-3.53389899999991,21
St. Petersburg,59.9339888563424,30.3067266455079,BRISTOL,51.4545130000001,-2.58790999999997,21
Cronstadt,59.9939156370316,29.7714865185547,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,21
Kemi,65.7366935700403,24.5665102968958,POOLE,50.7150500000001,-1.98724800000002,21
Gefle,60.6782700353304,17.1835063783265,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,21
Konigsberg,54.7112317805089,20.4988802856446,Tilbury Docks,51.454605122463,0.346938878173947,21
Ljusne,61.207568379634,17.1270999776843,DUNDEE,56.4612028818325,-2.96765932817017,21
Hernosand,62.6335551234768,17.9374935762681,Lynn (King's Lynn),52.7516798,0.402296300000103,21
Hernosand,62.6335551234768,17.9374935762681,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,21
Riga,56.9520033661236,24.1136539340975,FOWEY,50.3349900000001,-4.63652499999995,21
Ventspils,57.4,21.5333,GREENOCK,55.9505077629267,-4.75971798437838,21
Christiania,59.9127593309038,10.7460535835705,DOVER,51.1278758,1.31340270000004,21
St. John,45.2727437249886,-66.0681749841308,FOWEY,50.3349900000001,-4.63652499999995,21
Gothenburg,57.70073799777,11.9680483386231,Milford Haven,51.7143060000001,-5.04269709999988,21
Montreal,45.5129959517878,-73.5553766455077,Lynn (King's Lynn),52.7516798,0.402296300000103,21
Xiania,35.516,24.018,LONDON,51.5073509000001,-0.127758299999982,21
Nyhamn,56.2500370697488,12.5332656269837,Lynn (King's Lynn),52.7516798,0.402296300000103,21
Mandal,58.0301171016744,7.45549708465569,DUNDEE,56.4612028818325,-2.96765932817017,21
Apalachicola,29.7254924870406,-84.9870314576721,GRIMSBY,53.5674710000001,-0.0807839999998805,21
Redon,47.6509129777457,-2.08601583068829,DUNDEE,56.4612028818325,-2.96765932817017,21
Miramichi,47.0020037704552,-65.5685833227539,POOLE,50.7150500000001,-1.98724800000002,21
Mobile,30.7122,-88.0433,DUNDEE,56.4612028818325,-2.96765932817017,21
Pictou,45.6782442937045,-62.707446238098,LIVERPOOL,53.4083714,-2.99157259999998,21
Miramichi,47.0020037704552,-65.5685833227539,CORK,51.9014959520001,-8.44685895399994,21
Gefle,60.6782700353304,17.1835063783265,Tilbury Docks,51.454605122463,0.346938878173947,21
Rochefort,45.9349095117461,-0.958475423278691,NEWPORT,51.584151,-2.99766399999993,21
Kotka,60.4671369633067,26.9184724444581,Stockton-on-Tees,54.5704551000001,-1.32898209999991,21
Narva,59.3746677001451,28.204279206543,GREENOCK,55.9505077629267,-4.75971798437838,21
Kalmar,56.6660571924049,16.3637093814175,GOOLE,53.7029410000001,-0.876380999999981,21
Kalmar,56.6660571924049,16.3637093814175,DUNDEE,56.4612028818325,-2.96765932817017,21
Wyborg,60.7132675840768,28.7476258831691,GOOLE,53.7029410000001,-0.876380999999981,21
Bjorneborg,61.4862538765185,21.7956274920657,GREENOCK,55.9505077629267,-4.75971798437838,21
Fredrikstad,59.2139821431688,10.9357039213349,Stockton-on-Tees,54.5704551000001,-1.32898209999991,21
St. John,45.2727437249886,-66.0681749841308,GREENOCK,55.9505077629267,-4.75971798437838,21
Simo,65.6630854379212,25.0645166772464,GRIMSBY,53.5674710000001,-0.0807839999998805,21
Bjorneborg,61.4862538765185,21.7956274920657,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,21
St. John,45.2727437249886,-66.0681749841308,Tilbury Docks,51.454605122463,0.346938878173947,21
Baltimore,39.2909022702315,-76.6096033227539,GREENOCK,55.9505077629267,-4.75971798437838,21
Ljusne,61.207568379634,17.1270999776843,LIVERPOOL,53.4083714,-2.99157259999998,21
Montreal,45.5129959517878,-73.5553766455077,POOLE,50.7150500000001,-1.98724800000002,20
Ljusne,61.207568379634,17.1270999776843,POOLE,50.7150500000001,-1.98724800000002,20
St. Petersburg,59.9339888563424,30.3067266455079,GREENOCK,55.9505077629267,-4.75971798437838,20
Västervik (Westerwik),57.7578248725028,16.6446077941132,POOLE,50.7150500000001,-1.98724800000002,20
Fredrikstad,59.2139821431688,10.9357039213349,LimerickL,52.660797938,-8.63965508699994,20
Kemi,65.7366935700403,24.5665102968958,Tyne Ports,55.0179189721861,-1.42556335449211,20
Pataholm,56.55,16.25,GRIMSBY,53.5674710000001,-0.0807839999998805,20
Pitea,65.3204766227601,21.4732333544922,Lynn (King's Lynn),52.7516798,0.402296300000103,20
Munksund,65.2833139515989,21.4832870846559,LONDON,51.5073509000001,-0.127758299999982,20
Miramichi,47.0020037704552,-65.5685833227539,WORKINGTON,54.643569,-3.54275200000001,20
Hudikswall,61.726078358643,17.1114100974464,GREENOCK,55.9505077629267,-4.75971798437838,20
Riga,56.9520033661236,24.1136539340975,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,20
Hamburg,53.5381947874472,9.96457836097262,NEWPORT,51.584151,-2.99766399999993,20
Risoer,58.7177754400355,9.21217460846031,INVERNESS,57.4827277738256,-4.22737025390621,20
Kalmar,56.6660571924049,16.3637093814175,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,20
Helsingfors,60.1711933248246,24.9319799409551,POOLE,50.7150500000001,-1.98724800000002,20
Brest,48.3865070228211,-4.48702768427299,NEWPORT,51.584151,-2.99766399999993,20
Gothenburg,57.70073799777,11.9680483386231,FOWEY,50.3349900000001,-4.63652499999995,20
Hommelvik,63.41083,10.79424,DUNDEE,56.4612028818325,-2.96765932817017,20
Ventspils,57.4,21.5333,INVERNESS,57.4827277738256,-4.22737025390621,20
Soderhamn,61.3020539997905,17.0512700317383,GREENOCK,55.9505077629267,-4.75971798437838,20
Sundswall,62.3890780504242,17.3063352870027,DOVER,51.1278758,1.31340270000004,20
Nederkalix,65.8542330207744,23.13253,LONDON,51.5073509000001,-0.127758299999982,20
Gothenburg,57.70073799777,11.9680483386231,COWES,50.7627850000001,-1.30053299999997,20
Sandefjord,59.1333045923779,10.2226200859019,GREENOCK,55.9505077629267,-4.75971798437838,20
Sandarne,61.2603765627516,17.1444458306885,Tyne Ports,55.0179189721861,-1.42556335449211,20
Karlskrona,56.1608063124393,15.5844683386232,POOLE,50.7150500000001,-1.98724800000002,20
Norrkoping,58.5882426577437,16.1906512890627,Tyne Ports,55.0179189721861,-1.42556335449211,20
Norrkoping,58.5882426577437,16.1906512890627,POOLE,50.7150500000001,-1.98724800000002,20
Quimper,47.9946698134641,-4.10808166137666,POOLE,50.7150500000001,-1.98724800000002,20
St. Malo,48.6506311986142,-2.02315000000003,BRISTOL,51.4545130000001,-2.58790999999997,20
Norrkoping,58.5882426577437,16.1906512890627,LIVERPOOL,53.4083714,-2.99157259999998,20
Pitea,65.3204766227601,21.4732333544922,Tyne Ports,55.0179189721861,-1.42556335449211,20
Norfolk,36.8507,-76.2859,LONDON,51.5073509000001,-0.127758299999982,20
Colon,9.375,-79.887,LIVERPOOL,53.4083714,-2.99157259999998,20
Montreal,45.5129959517878,-73.5553766455077,FOWEY,50.3349900000001,-4.63652499999995,19
Baltimore,39.2909022702315,-76.6096033227539,INVERNESS,57.4827277738256,-4.22737025390621,19
Bjorneborg,61.4862538765185,21.7956274920657,NEWPORT,51.584151,-2.99766399999993,19
Porsgrund,59.1429922168333,9.65712996826176,GOOLE,53.7029410000001,-0.876380999999981,19
Stettin,53.4252665374726,14.5555758306886,SUNDERLAND,54.9068690000001,-1.38380099999989,19
Pensacola,30.4172348803734,-87.2103635449219,GOOLE,53.7029410000001,-0.876380999999981,19
Ventspils,57.4,21.5333,POOLE,50.7150500000001,-1.98724800000002,19
Flushing,51.45,3.6,Tilbury Docks,51.454605122463,0.346938878173947,19
Stettin,53.4252665374726,14.5555758306886,MONTROSE,56.7213304436428,-2.46576667724605,19
Dieppe,49.93481,1.0919,Tilbury Docks,51.454605122463,0.346938878173947,19
Fredrikstad,59.2139821431688,10.9357039213349,Milford Haven,51.7143060000001,-5.04269709999988,19
